search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,activation,alpha,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter,solver
24,2,0.2207033826446021,0.08409186325700022,0.5789462586887595,0.2350263074507113,"{'activation': 'logistic', 'alpha': np.float64(8.067583385788215e-05), 'hidden_layer_sizes': (768, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.005106362602998661), 'max_iter': 384, 'solver': 'adam'}",logistic,8.067583385788215e-05,"(768, 256)",adaptive,0.005106362602998661,384,adam
24,3,0.4468634610143899,0.11039828895615257,0.9477941455551123,0.02276625087304036,"{'activation': 'relu', 'alpha': np.float64(0.0002489164218494399), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.040702118652278976), 'max_iter': 532, 'solver': 'sgd'}",relu,0.0002489164218494399,"(512, 256)",constant,0.040702118652278976,532,sgd
24,4,0.10151081924611335,0.048889534337240685,0.20444987736451284,0.045754083300024256,"{'activation': 'tanh', 'alpha': np.float64(0.0014898063675919885), 'hidden_layer_sizes': (1024, 128), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.0032739666594173342), 'max_iter': 310, 'solver': 'sgd'}",tanh,0.0014898063675919885,"(1024, 128)",invscaling,0.0032739666594173342,310,sgd
25,0,0.028792355120772595,0.003951133215369928,0.033899069836857615,0.015767353248975415,"{'activation': 'logistic', 'alpha': np.float64(0.003632470945701047), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.03003160919696051), 'max_iter': 343, 'solver': 'adam'}",logistic,0.003632470945701047,"(2048, 256)",invscaling,0.03003160919696051,343,adam
25,1,0.10028624153624152,0.04169090839722044,0.11812287258242844,0.010502297097684936,"{'activation': 'tanh', 'alpha': np.float64(0.0008695789397815752), 'hidden_layer_sizes': (1024, 512, 128), 'learning_rate': 'invscaling', 'learning_rate_init': np.float64(0.0014454533563519878), 'max_iter': 701, 'solver': 'sgd'}",tanh,0.0008695789397815752,"(1024, 512, 128)",invscaling,0.0014454533563519878,701,sgd
25,2,0.1847984129397173,0.049939906455144095,1.0,0.0,"{'activation': 'tanh', 'alpha': np.float64(0.0857061644150181), 'hidden_layer_sizes': (1024, 512, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0005775983769912368), 'max_iter': 479, 'solver': 'lbfgs'}",tanh,0.0857061644150181,"(1024, 512, 256)",constant,0.0005775983769912368,479,lbfgs
25,3,0.1847614096429886,0.06205275012829919,0.5335968681908666,0.15836921753351718,"{'activation': 'logistic', 'alpha': np.float64(1.9905084461677795e-05), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0014224368758725115), 'max_iter': 301, 'solver': 'adam'}",logistic,1.9905084461677795e-05,"(1024, 512)",adaptive,0.0014224368758725115,301,adam
25,4,0.1230680153180153,0.03693062984561644,0.3161455869167731,0.1181359066730636,"{'activation': 'tanh', 'alpha': np.float64(8.330945380587962e-05), 'hidden_layer_sizes': (2048,), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0012260663366565835), 'max_iter': 238, 'solver': 'sgd'}",tanh,8.330945380587962e-05,"(2048,)",constant,0.0012260663366565835,238,sgd
26,0,0.43699520113529394,0.08351861818265886,0.9383369522671356,0.018505738221766325,"{'activation': 'relu', 'alpha': np.float64(3.3709704538507204e-05), 'hidden_layer_sizes': (2048, 512, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00012531115603157838), 'max_iter': 505, 'solver': 'adam'}",relu,3.3709704538507204e-05,"(2048, 512, 256)",adaptive,0.00012531115603157838,505,adam
26,1,0.22505344973224228,0.059115648444652315,1.0,0.0,"{'activation': 'logistic', 'alpha': np.float64(0.001032074934296057), 'hidden_layer_sizes': (1024, 512, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.06659618324958828), 'max_iter': 636, 'solver': 'lbfgs'}",logistic,0.001032074934296057,"(1024, 512, 128)",adaptive,0.06659618324958828,636,lbfgs
