search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,mlp1_activation,mlp1_alpha,mlp1_hidden_layers,mlp1_learning_rate,mlp1_learning_rate_init,mlp1_max_iter,mlp1_solver,mlp2_activation,mlp2_alpha,mlp2_hidden_layers,mlp2_learning_rate,mlp2_learning_rate_init,mlp2_max_iter,mlp2_solver,mlp3_activation,mlp3_alpha,mlp3_hidden_layers,mlp3_learning_rate,mlp3_learning_rate_init,mlp3_max_iter,mlp3_solver
17,4,0.5964189694902092,0.022327858044270614,1.0,0.0,"{'mlp1_activation': 'relu', 'mlp1_alpha': np.float64(0.013430752042242488), 'mlp1_hidden_layers': (1024, 384, 128), 'mlp1_learning_rate': 'adaptive', 'mlp1_learning_rate_init': np.float64(0.0022147802843594166), 'mlp1_max_iter': 629, 'mlp1_solver': 'sgd', 'mlp2_activation': 'relu', 'mlp2_alpha': np.float64(0.0015776378325456672), 'mlp2_hidden_layers': (256, 128, 64), 'mlp2_learning_rate': 'constant', 'mlp2_learning_rate_init': np.float64(0.002300577480990253), 'mlp2_max_iter': 957, 'mlp2_solver': 'lbfgs', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(4.186968025849889e-05), 'mlp3_hidden_layers': (50,), 'mlp3_learning_rate': 'constant', 'mlp3_learning_rate_init': np.float64(0.00017362651288828373), 'mlp3_max_iter': 1419, 'mlp3_solver': 'lbfgs'}",relu,0.013430752042242488,"(1024, 384, 128)",adaptive,0.0022147802843594166,629,sgd,relu,0.0015776378325456672,"(256, 128, 64)",constant,0.002300577480990253,957,lbfgs,logistic,4.186968025849889e-05,"(50,)",constant,0.00017362651288828373,1419,lbfgs
18,0,0.3538298846769202,0.031281983023846376,1.0,0.0,"{'mlp1_activation': 'relu', 'mlp1_alpha': np.float64(0.011846779193703296), 'mlp1_hidden_layers': (768, 256, 128), 'mlp1_learning_rate': 'adaptive', 'mlp1_learning_rate_init': np.float64(0.0016417109092890438), 'mlp1_max_iter': 666, 'mlp1_solver': 'sgd', 'mlp2_activation': 'tanh', 'mlp2_alpha': np.float64(2.985550026095059e-05), 'mlp2_hidden_layers': (256,), 'mlp2_learning_rate': 'constant', 'mlp2_learning_rate_init': np.float64(0.00021298274074534935), 'mlp2_max_iter': 932, 'mlp2_solver': 'lbfgs', 'mlp3_activation': 'tanh', 'mlp3_alpha': np.float64(0.008979777027441788), 'mlp3_hidden_layers': (100, 50, 25), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.04585868630084278), 'mlp3_max_iter': 1219, 'mlp3_solver': 'lbfgs'}",relu,0.011846779193703296,"(768, 256, 128)",adaptive,0.0016417109092890438,666,sgd,tanh,2.985550026095059e-05,"(256,)",constant,0.00021298274074534935,932,lbfgs,tanh,0.008979777027441788,"(100, 50, 25)",adaptive,0.04585868630084278,1219,lbfgs
18,1,0.534308185245916,0.028724331219424967,0.9975002283701553,0.0010103655050047334,"{'mlp1_activation': 'logistic', 'mlp1_alpha': np.float64(4.069895923046893e-05), 'mlp1_hidden_layers': (1024, 256, 128), 'mlp1_learning_rate': 'adaptive', 'mlp1_learning_rate_init': np.float64(0.0007341365699875411), 'mlp1_max_iter': 1224, 'mlp1_solver': 'adam', 'mlp2_activation': 'relu', 'mlp2_alpha': np.float64(4.42847452401894e-05), 'mlp2_hidden_layers': (256, 128, 64), 'mlp2_learning_rate': 'constant', 'mlp2_learning_rate_init': np.float64(0.0013100072687916668), 'mlp2_max_iter': 842, 'mlp2_solver': 'adam', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(2.10302168997733e-05), 'mlp3_hidden_layers': (50, 25), 'mlp3_learning_rate': 'constant', 'mlp3_learning_rate_init': np.float64(0.011302967190813272), 'mlp3_max_iter': 887, 'mlp3_solver': 'lbfgs'}",logistic,4.069895923046893e-05,"(1024, 256, 128)",adaptive,0.0007341365699875411,1224,adam,relu,4.42847452401894e-05,"(256, 128, 64)",constant,0.0013100072687916668,842,adam,logistic,2.10302168997733e-05,"(50, 25)",constant,0.011302967190813272,887,lbfgs
18,2,0.5392888133627682,0.03368143891607034,0.9974138424813894,0.0014286522549632845,"{'mlp1_activation': 'tanh', 'mlp1_alpha': np.float64(1.812249033349733e-05), 'mlp1_hidden_layers': (768, 256, 128), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.009193616787199455), 'mlp1_max_iter': 1392, 'mlp1_solver': 'adam', 'mlp2_activation': 'relu', 'mlp2_alpha': np.float64(6.425638427166938e-05), 'mlp2_hidden_layers': (256, 128, 64), 'mlp2_learning_rate': 'adaptive', 'mlp2_learning_rate_init': np.float64(0.021445414546495047), 'mlp2_max_iter': 1313, 'mlp2_solver': 'sgd', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(0.03255120706183171), 'mlp3_hidden_layers': (100, 50), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.001950627760820653), 'mlp3_max_iter': 802, 'mlp3_solver': 'lbfgs'}",tanh,1.812249033349733e-05,"(768, 256, 128)",constant,0.009193616787199455,1392,adam,relu,6.425638427166938e-05,"(256, 128, 64)",adaptive,0.021445414546495047,1313,sgd,logistic,0.03255120706183171,"(100, 50)",adaptive,0.001950627760820653,802,lbfgs
18,3,0.4120852992401237,0.010866399595586978,0.9975202566150777,0.0008675672886348384,"{'mlp1_activation': 'logistic', 'mlp1_alpha': np.float64(0.010477179803791453), 'mlp1_hidden_layers': (768, 256, 128), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.006772501977942275), 'mlp1_max_iter': 638, 'mlp1_solver': 'adam', 'mlp2_activation': 'logistic', 'mlp2_alpha': np.float64(0.00014209700071286338), 'mlp2_hidden_layers': (128, 64), 'mlp2_learning_rate': 'adaptive', 'mlp2_learning_rate_init': np.float64(0.0010892499433229573), 'mlp2_max_iter': 995, 'mlp2_solver': 'adam', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(0.0013118813181019872), 'mlp3_hidden_layers': (100, 50), 'mlp3_learning_rate': 'constant', 'mlp3_learning_rate_init': np.float64(0.009482039340572318), 'mlp3_max_iter': 903, 'mlp3_solver': 'lbfgs'}",logistic,0.010477179803791453,"(768, 256, 128)",constant,0.006772501977942275,638,adam,logistic,0.00014209700071286338,"(128, 64)",adaptive,0.0010892499433229573,995,adam,logistic,0.0013118813181019872,"(100, 50)",constant,0.009482039340572318,903,lbfgs
18,4,0.5339174505547994,0.01418115396300841,1.0,0.0,"{'mlp1_activation': 'tanh', 'mlp1_alpha': np.float64(0.00101713621669859), 'mlp1_hidden_layers': (512, 256, 128), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.037235592989929275), 'mlp1_max_iter': 927, 'mlp1_solver': 'sgd', 'mlp2_activation': 'relu', 'mlp2_alpha': np.float64(0.07809734172249186), 'mlp2_hidden_layers': (128,), 'mlp2_learning_rate': 'constant', 'mlp2_learning_rate_init': np.float64(0.0008323502913856882), 'mlp2_max_iter': 563, 'mlp2_solver': 'lbfgs', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(0.09009257949755028), 'mlp3_hidden_layers': (50,), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.0004809640945615375), 'mlp3_max_iter': 819, 'mlp3_solver': 'lbfgs'}",tanh,0.00101713621669859,"(512, 256, 128)",constant,0.037235592989929275,927,sgd,relu,0.07809734172249186,"(128,)",constant,0.0008323502913856882,563,lbfgs,logistic,0.09009257949755028,"(50,)",adaptive,0.0004809640945615375,819,lbfgs
19,0,0.35028933892593717,0.024663655951309826,0.9996675670873476,0.0004893092196526394,"{'mlp1_activation': 'relu', 'mlp1_alpha': np.float64(0.00022657342390504804), 'mlp1_hidden_layers': (1024, 256), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.00021541936612417314), 'mlp1_max_iter': 1095, 'mlp1_solver': 'sgd', 'mlp2_activation': 'logistic', 'mlp2_alpha': np.float64(0.005225745093922728), 'mlp2_hidden_layers': (128, 64), 'mlp2_learning_rate': 'adaptive', 'mlp2_learning_rate_init': np.float64(0.05811569046248126), 'mlp2_max_iter': 684, 'mlp2_solver': 'lbfgs', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(1.6063743797047643e-05), 'mlp3_hidden_layers': (50,), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.01779874599460214), 'mlp3_max_iter': 508, 'mlp3_solver': 'adam'}",relu,0.00022657342390504804,"(1024, 256)",constant,0.00021541936612417314,1095,sgd,logistic,0.005225745093922728,"(128, 64)",adaptive,0.05811569046248126,684,lbfgs,logistic,1.6063743797047643e-05,"(50,)",adaptive,0.01779874599460214,508,adam
19,1,0.22292013812953,0.02383744748924702,0.7170682974678788,0.1143728840919324,"{'mlp1_activation': 'tanh', 'mlp1_alpha': np.float64(0.0007414879282116821), 'mlp1_hidden_layers': (1024, 256, 128), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.0003175235776664123), 'mlp1_max_iter': 876, 'mlp1_solver': 'sgd', 'mlp2_activation': 'tanh', 'mlp2_alpha': np.float64(0.003618638727898951), 'mlp2_hidden_layers': (128,), 'mlp2_learning_rate': 'adaptive', 'mlp2_learning_rate_init': np.float64(0.0013813727201571367), 'mlp2_max_iter': 1133, 'mlp2_solver': 'adam', 'mlp3_activation': 'tanh', 'mlp3_alpha': np.float64(0.06684752018872252), 'mlp3_hidden_layers': (50,), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.0003688269286077565), 'mlp3_max_iter': 1201, 'mlp3_solver': 'adam'}",tanh,0.0007414879282116821,"(1024, 256, 128)",constant,0.0003175235776664123,876,sgd,tanh,0.003618638727898951,"(128,)",adaptive,0.0013813727201571367,1133,adam,tanh,0.06684752018872252,"(50,)",adaptive,0.0003688269286077565,1201,adam
19,2,0.5747929539881197,0.021035482665025147,0.9424858590363469,0.021437803175315604,"{'mlp1_activation': 'logistic', 'mlp1_alpha': np.float64(9.835330173137159e-05), 'mlp1_hidden_layers': (512, 256, 128), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.00010356039200423772), 'mlp1_max_iter': 1306, 'mlp1_solver': 'adam', 'mlp2_activation': 'tanh', 'mlp2_alpha': np.float64(0.012199946617930217), 'mlp2_hidden_layers': (256,), 'mlp2_learning_rate': 'constant', 'mlp2_learning_rate_init': np.float64(0.00033261248629692057), 'mlp2_max_iter': 596, 'mlp2_solver': 'adam', 'mlp3_activation': 'relu', 'mlp3_alpha': np.float64(1.5407716556093642e-05), 'mlp3_hidden_layers': (100, 50), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.006875759213689902), 'mlp3_max_iter': 1278, 'mlp3_solver': 'adam'}",logistic,9.835330173137159e-05,"(512, 256, 128)",constant,0.00010356039200423772,1306,adam,tanh,0.012199946617930217,"(256,)",constant,0.00033261248629692057,596,adam,relu,1.5407716556093642e-05,"(100, 50)",adaptive,0.006875759213689902,1278,adam
19,3,0.36572220983487513,0.029557407806245956,0.998204499251646,0.001084718113320743,"{'mlp1_activation': 'tanh', 'mlp1_alpha': np.float64(0.03472897784080136), 'mlp1_hidden_layers': (1024, 256, 128), 'mlp1_learning_rate': 'constant', 'mlp1_learning_rate_init': np.float64(0.0034522553483658683), 'mlp1_max_iter': 1175, 'mlp1_solver': 'adam', 'mlp2_activation': 'logistic', 'mlp2_alpha': np.float64(0.014064972580056307), 'mlp2_hidden_layers': (256, 128), 'mlp2_learning_rate': 'adaptive', 'mlp2_learning_rate_init': np.float64(0.0010048350096658395), 'mlp2_max_iter': 597, 'mlp2_solver': 'lbfgs', 'mlp3_activation': 'logistic', 'mlp3_alpha': np.float64(0.00010190304958845864), 'mlp3_hidden_layers': (100, 50), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.0071584680399739775), 'mlp3_max_iter': 690, 'mlp3_solver': 'adam'}",tanh,0.03472897784080136,"(1024, 256, 128)",constant,0.0034522553483658683,1175,adam,logistic,0.014064972580056307,"(256, 128)",adaptive,0.0010048350096658395,597,lbfgs,logistic,0.00010190304958845864,"(100, 50)",adaptive,0.0071584680399739775,690,adam
19,4,0.5841316160025333,0.021552410684628286,1.0,0.0,"{'mlp1_activation': 'relu', 'mlp1_alpha': np.float64(0.0006202762736611024), 'mlp1_hidden_layers': (512, 256, 128), 'mlp1_learning_rate': 'adaptive', 'mlp1_learning_rate_init': np.float64(0.004914703427986334), 'mlp1_max_iter': 1080, 'mlp1_solver': 'sgd', 'mlp2_activation': 'relu', 'mlp2_alpha': np.float64(0.0038987547407663622), 'mlp2_hidden_layers': (128, 64), 'mlp2_learning_rate': 'adaptive', 'mlp2_learning_rate_init': np.float64(0.017408214799364885), 'mlp2_max_iter': 593, 'mlp2_solver': 'lbfgs', 'mlp3_activation': 'tanh', 'mlp3_alpha': np.float64(4.0090077925567174e-05), 'mlp3_hidden_layers': (50,), 'mlp3_learning_rate': 'adaptive', 'mlp3_learning_rate_init': np.float64(0.0003674178234367644), 'mlp3_max_iter': 1189, 'mlp3_solver': 'lbfgs'}",relu,0.0006202762736611024,"(512, 256, 128)",adaptive,0.004914703427986334,1080,sgd,relu,0.0038987547407663622,"(128, 64)",adaptive,0.017408214799364885,593,lbfgs,tanh,4.0090077925567174e-05,"(50,)",adaptive,0.0003674178234367644,1189,lbfgs
