search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,alpha,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter,solver
3,15,0.4764835128690999,0.03382801077704667,1.0,0.0,"{'alpha': np.float64(0.00010256432048614865), 'hidden_layer_sizes': (256, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00011129979990488288), 'max_iter': 513, 'solver': 'lbfgs'}",0.00010256432048614865,"(256, 256)",adaptive,0.00011129979990488288,513,lbfgs
3,16,0.4898270162532884,0.019305988248880843,1.0,0.0,"{'alpha': np.float64(7.264107101143942e-05), 'hidden_layer_sizes': (768, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.08064160453375128), 'max_iter': 772, 'solver': 'lbfgs'}",7.264107101143942e-05,"(768, 256)",adaptive,0.08064160453375128,772,lbfgs
3,17,0.4917775463430195,0.03028239276917836,1.0,0.0,"{'alpha': np.float64(0.000661080751133606), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.011875728294363374), 'max_iter': 661, 'solver': 'lbfgs'}",0.000661080751133606,"(1024, 512)",adaptive,0.011875728294363374,661,lbfgs
3,18,0.4531408612131186,0.037930571867706694,0.9388259956815761,0.011477568461859261,"{'alpha': np.float64(7.01530042182272e-05), 'hidden_layer_sizes': (1024, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0025812338184188393), 'max_iter': 1166, 'solver': 'adam'}",7.01530042182272e-05,"(1024, 256)",adaptive,0.0025812338184188393,1166,adam
3,19,0.4681166083560451,0.038621793377459614,1.0,0.0,"{'alpha': np.float64(4.824138061136428e-05), 'hidden_layer_sizes': (1024,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.029559940661002253), 'max_iter': 616, 'solver': 'lbfgs'}",4.824138061136428e-05,"(1024,)",adaptive,0.029559940661002253,616,lbfgs
4,0,0.34876017962152706,0.13092102211693069,0.8143780525604107,0.1679310785725426,"{'alpha': np.float64(0.0001271151131943613), 'hidden_layer_sizes': (1024, 256, 64), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.002661517016535894), 'max_iter': 1039, 'solver': 'sgd'}",0.0001271151131943613,"(1024, 256, 64)",adaptive,0.002661517016535894,1039,sgd
4,1,0.4252406131082938,0.03283040626905056,0.9244260603385446,0.02676914633368709,"{'alpha': np.float64(0.00010981293259103993), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.01224803785510369), 'max_iter': 925, 'solver': 'sgd'}",0.00010981293259103993,"(1536, 384, 128)",constant,0.01224803785510369,925,sgd
4,2,0.47194197213698486,0.03274685209038473,1.0,0.0,"{'alpha': np.float64(0.00010055194860395267), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0023863587845981693), 'max_iter': 927, 'solver': 'lbfgs'}",0.00010055194860395267,"(2048, 256)",constant,0.0023863587845981693,927,lbfgs
4,3,0.4824293120267691,0.018361529301801217,1.0,0.0,"{'alpha': np.float64(0.0003126333559424552), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0007946492451678407), 'max_iter': 945, 'solver': 'lbfgs'}",0.0003126333559424552,"(512, 256)",adaptive,0.0007946492451678407,945,lbfgs
4,4,0.4918704858280171,0.04297287647953219,1.0,0.0,"{'alpha': np.float64(0.004532565410772286), 'hidden_layer_sizes': (1024, 256, 64), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.00673240725250527), 'max_iter': 1088, 'solver': 'lbfgs'}",0.004532565410772286,"(1024, 256, 64)",constant,0.00673240725250527,1088,lbfgs
4,5,0.45176184097015853,0.04271719032230968,0.9496921222902284,0.0051567529316808676,"{'alpha': np.float64(0.00033926145067081907), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.03949059056614321), 'max_iter': 643, 'solver': 'sgd'}",0.00033926145067081907,"(1536, 384, 128)",constant,0.03949059056614321,643,sgd
4,6,0.4338148043871829,0.07401806125498313,0.9066332110896335,0.05650987623441039,"{'alpha': np.float64(1.0444943474115925e-05), 'hidden_layer_sizes': (512,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0001657053661705813), 'max_iter': 681, 'solver': 'adam'}",1.0444943474115925e-05,"(512,)",adaptive,0.0001657053661705813,681,adam
4,7,0.06479663067759808,0.021977393383195033,0.09698877433242518,0.013602118606521671,"{'alpha': np.float64(0.0012851783769674003), 'hidden_layer_sizes': (1024, 384), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.016128679975466458), 'max_iter': 1020, 'solver': 'adam'}",0.0012851783769674003,"(1024, 384)",constant,0.016128679975466458,1020,adam
4,8,0.3774656887774535,0.06888402615105398,0.8259706622984622,0.14654791276138976,"{'alpha': np.float64(1.99109018601478e-05), 'hidden_layer_sizes': (1024,), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.07776471461389003), 'max_iter': 881, 'solver': 'adam'}",1.99109018601478e-05,"(1024,)",adaptive,0.07776471461389003,881,adam
4,9,0.11811168510401104,0.04443602482411825,0.2057145899511344,0.1360837146933831,"{'alpha': np.float64(0.0006446490985753111), 'hidden_layer_sizes': (1024, 256, 64), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0001872505003064334), 'max_iter': 732, 'solver': 'sgd'}",0.0006446490985753111,"(1024, 256, 64)",adaptive,0.0001872505003064334,732,sgd
4,10,0.42686069709444324,0.052579887719798164,0.9064873366046415,0.08257382446716502,"{'alpha': np.float64(0.0027309391480364), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.08308312552805036), 'max_iter': 1020, 'solver': 'sgd'}",0.0027309391480364,"(2048, 256)",constant,0.08308312552805036,1020,sgd
4,11,0.03212626066946098,0.000834951423792042,0.03673213803786172,0.00956800262200834,"{'alpha': np.float64(0.002363760028450996), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.03482869830845362), 'max_iter': 650, 'solver': 'adam'}",0.002363760028450996,"(1024, 256, 128)",constant,0.03482869830845362,650,adam
4,12,0.43907528233147425,0.04620364417086353,0.9343657634688178,0.01401636381023072,"{'alpha': np.float64(0.00038020165561134385), 'hidden_layer_sizes': (256, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.09408833865151242), 'max_iter': 1189, 'solver': 'sgd'}",0.00038020165561134385,"(256, 256)",constant,0.09408833865151242,1189,sgd
4,13,0.2993599816183208,0.09487719556047809,0.7654511337840593,0.1507443858919206,"{'alpha': np.float64(0.0005950281479979808), 'hidden_layer_sizes': (256, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0031760792619410557), 'max_iter': 1024, 'solver': 'sgd'}",0.0005950281479979808,"(256, 256)",constant,0.0031760792619410557,1024,sgd
4,14,0.4704954369018308,0.03228625344987988,1.0,0.0,"{'alpha': np.float64(0.00010860450460923898), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.003341739454108405), 'max_iter': 612, 'solver': 'lbfgs'}",0.00010860450460923898,"(1024, 256, 128)",constant,0.003341739454108405,612,lbfgs
4,15,0.4681166083560451,0.038621793377459614,1.0,0.0,"{'alpha': np.float64(0.0005394329921808461), 'hidden_layer_sizes': (1024,), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0008962041238456802), 'max_iter': 651, 'solver': 'lbfgs'}",0.0005394329921808461,"(1024,)",constant,0.0008962041238456802,651,lbfgs
4,16,0.4674156437701029,0.05663113630611271,1.0,0.0,"{'alpha': np.float64(7.918350638651447e-05), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.03374760884581623), 'max_iter': 1039, 'solver': 'lbfgs'}",7.918350638651447e-05,"(1536, 384, 128)",adaptive,0.03374760884581623,1039,lbfgs
4,17,0.43690090376330454,0.05493171032191069,0.9280736449506779,0.029378470916510628,"{'alpha': np.float64(0.003356832776875028), 'hidden_layer_sizes': (256, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.035542729851704785), 'max_iter': 821, 'solver': 'sgd'}",0.003356832776875028,"(256, 256)",adaptive,0.035542729851704785,821,sgd
4,18,0.4704954369018308,0.03228625344987988,1.0,0.0,"{'alpha': np.float64(2.08510495691303e-05), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00601716272142522), 'max_iter': 787, 'solver': 'lbfgs'}",2.08510495691303e-05,"(1024, 256, 128)",adaptive,0.00601716272142522,787,lbfgs
4,19,0.1418987926776862,0.0237195752751863,0.2635953510492571,0.05260208421029069,"{'alpha': np.float64(0.006739867108685204), 'hidden_layer_sizes': (1024, 384), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00017164163108849748), 'max_iter': 949, 'solver': 'sgd'}",0.006739867108685204,"(1024, 384)",adaptive,0.00017164163108849748,949,sgd
5,0,0.4157509467341983,0.04012280765079338,0.9155522570478756,0.03203038005731738,"{'alpha': np.float64(0.0008836752839772453), 'hidden_layer_sizes': (256, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.001390882734240612), 'max_iter': 525, 'solver': 'adam'}",0.0008836752839772453,"(256, 256)",adaptive,0.001390882734240612,525,adam
5,1,0.24265849179740032,0.08692769942959186,0.6035699638071355,0.25151110031656043,"{'alpha': np.float64(1.0460305349028319e-05), 'hidden_layer_sizes': (1024, 384), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0005701639548825523), 'max_iter': 784, 'solver': 'sgd'}",1.0460305349028319e-05,"(1024, 384)",adaptive,0.0005701639548825523,784,sgd
5,2,0.07594096876212768,0.03224427681566862,0.14057319198293466,0.04350490003437396,"{'alpha': np.float64(0.0009213117943742052), 'hidden_layer_sizes': (1024, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.013759556192106354), 'max_iter': 634, 'solver': 'adam'}",0.0009213117943742052,"(1024, 256)",adaptive,0.013759556192106354,634,adam
5,3,0.42636049437368595,0.062059646281258894,0.9224568554050248,0.03420966699289455,"{'alpha': np.float64(0.0020315802604246214), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.021905442883628546), 'max_iter': 693, 'solver': 'sgd'}",0.0020315802604246214,"(512, 256)",adaptive,0.021905442883628546,693,sgd
5,4,0.5025413177914585,0.018927352380876585,1.0,0.0,"{'alpha': np.float64(0.0017383631650473481), 'hidden_layer_sizes': (1024, 512, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.03928470930395342), 'max_iter': 753, 'solver': 'lbfgs'}",0.0017383631650473481,"(1024, 512, 128)",adaptive,0.03928470930395342,753,lbfgs
5,5,0.48215092374838076,0.018815572764344642,1.0,0.0,"{'alpha': np.float64(1.8464229282546235e-05), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.052147800093468616), 'max_iter': 977, 'solver': 'lbfgs'}",1.8464229282546235e-05,"(512, 256)",constant,0.052147800093468616,977,lbfgs
5,6,0.49534146653673716,0.05869346505683079,1.0,0.0,"{'alpha': np.float64(0.007879172931105401), 'hidden_layer_sizes': (768, 256, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.008801477828663513), 'max_iter': 745, 'solver': 'lbfgs'}",0.007879172931105401,"(768, 256, 128)",constant,0.008801477828663513,745,lbfgs
5,7,0.49701073926073924,0.04379732107929549,0.9453612286170084,0.007329593768568905,"{'alpha': np.float64(0.0003788103031689), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.023927224833345737), 'max_iter': 1174, 'solver': 'sgd'}",0.0003788103031689,"(2048, 256)",adaptive,0.023927224833345737,1174,sgd
5,8,0.47219857153589934,0.03193119799951328,1.0,0.0,"{'alpha': np.float64(0.002526723698443596), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.02085959482382915), 'max_iter': 1078, 'solver': 'lbfgs'}",0.002526723698443596,"(2048, 256)",adaptive,0.02085959482382915,1078,lbfgs
5,9,0.4824293120267691,0.018361529301801217,1.0,0.0,"{'alpha': np.float64(0.0002156019385610911), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.005819020912522649), 'max_iter': 866, 'solver': 'lbfgs'}",0.0002156019385610911,"(512, 256)",constant,0.005819020912522649,866,lbfgs
5,10,0.37482166397040545,0.059813554337961,0.9128351206678028,0.02170076573995258,"{'alpha': np.float64(0.0029659620076205456), 'hidden_layer_sizes': (1024, 512, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.001729050424717446), 'max_iter': 547, 'solver': 'sgd'}",0.0029659620076205456,"(1024, 512, 128)",adaptive,0.001729050424717446,547,sgd
5,11,0.4948871423221518,0.026564524141409095,1.0,0.0,"{'alpha': np.float64(0.008687844486282105), 'hidden_layer_sizes': (1024, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.00010913954365358762), 'max_iter': 1071, 'solver': 'lbfgs'}",0.008687844486282105,"(1024, 256)",constant,0.00010913954365358762,1071,lbfgs
5,12,0.4921226160880893,0.03609450979181214,1.0,0.0,"{'alpha': np.float64(0.006380058808493464), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00019981204216183176), 'max_iter': 1175, 'solver': 'lbfgs'}",0.006380058808493464,"(1024, 512)",adaptive,0.00019981204216183176,1175,lbfgs
5,13,0.44601378574164957,0.04208691468607487,0.9242835941670858,0.03169619590211292,"{'alpha': np.float64(2.3144967303690584e-05), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0026307344243954884), 'max_iter': 687, 'solver': 'adam'}",2.3144967303690584e-05,"(1024, 512)",adaptive,0.0026307344243954884,687,adam
5,14,0.4764835128690999,0.03382801077704667,1.0,0.0,"{'alpha': np.float64(0.0006411097797560219), 'hidden_layer_sizes': (256, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00026950073564352216), 'max_iter': 990, 'solver': 'lbfgs'}",0.0006411097797560219,"(256, 256)",adaptive,0.00026950073564352216,990,lbfgs
5,15,0.47194197213698486,0.03274685209038473,1.0,0.0,"{'alpha': np.float64(2.3924769927805152e-05), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0002238390199196669), 'max_iter': 1129, 'solver': 'lbfgs'}",2.3924769927805152e-05,"(2048, 256)",constant,0.0002238390199196669,1129,lbfgs
5,16,0.03758944498693647,0.010621216118535946,0.03605827084260789,0.0071626874001498135,"{'alpha': np.float64(0.005337947346054586), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.09339220324761188), 'max_iter': 1060, 'solver': 'adam'}",0.005337947346054586,"(1024, 256, 128)",adaptive,0.09339220324761188,1060,adam
5,17,0.41675484987907413,0.08394872900855944,0.9096841039313702,0.040655929756457966,"{'alpha': np.float64(0.00010674075364958669), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.019967108186073185), 'max_iter': 1099, 'solver': 'sgd'}",0.00010674075364958669,"(1024, 512)",constant,0.019967108186073185,1099,sgd
5,18,0.09296646234686781,0.04513166039496244,0.1689578294141449,0.08693242458019186,"{'alpha': np.float64(0.00014328849529754242), 'hidden_layer_sizes': (768, 256, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.00019026382011847037), 'max_iter': 690, 'solver': 'sgd'}",0.00014328849529754242,"(768, 256, 128)",constant,0.00019026382011847037,690,sgd
5,19,0.48215092374838076,0.018815572764344642,1.0,0.0,"{'alpha': np.float64(5.539036889221198e-05), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00014947500644149888), 'max_iter': 585, 'solver': 'lbfgs'}",5.539036889221198e-05,"(512, 256)",adaptive,0.00014947500644149888,585,lbfgs
6,0,0.18019327927963613,0.05965228577931587,0.4320175182564164,0.15836535756585707,"{'alpha': np.float64(4.700828259922203e-05), 'hidden_layer_sizes': (1024, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.00018524200200909603), 'max_iter': 993, 'solver': 'sgd'}",4.700828259922203e-05,"(1024, 256)",constant,0.00018524200200909603,993,sgd
6,1,0.4871107004226535,0.042103106266807,0.9481827910033918,0.007450549828954856,"{'alpha': np.float64(5.746839201597603e-05), 'hidden_layer_sizes': (768, 256, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0002419914400341096), 'max_iter': 1031, 'solver': 'adam'}",5.746839201597603e-05,"(768, 256, 128)",adaptive,0.0002419914400341096,1031,adam
6,2,0.2905928743352131,0.11707124458308944,0.661618333410438,0.2657778914927676,"{'alpha': np.float64(1.2628271514565544e-05), 'hidden_layer_sizes': (768, 256, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.011018106385077733), 'max_iter': 1125, 'solver': 'adam'}",1.2628271514565544e-05,"(768, 256, 128)",adaptive,0.011018106385077733,1125,adam
6,3,0.4214271094911963,0.03805047086634876,0.9277586094262478,0.03356895693720521,"{'alpha': np.float64(0.00974944493559986), 'hidden_layer_sizes': (768, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.03581190105349884), 'max_iter': 899, 'solver': 'sgd'}",0.00974944493559986,"(768, 256)",constant,0.03581190105349884,899,sgd
6,4,0.2561049131356232,0.14103590116676815,0.5197661778865987,0.27531301074433134,"{'alpha': np.float64(2.3390329920603503e-05), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.009858416956320953), 'max_iter': 623, 'solver': 'adam'}",2.3390329920603503e-05,"(1536, 384, 128)",constant,0.009858416956320953,623,adam
6,5,0.2843936599424529,0.10362821401329209,0.7250134753509532,0.14312792073427147,"{'alpha': np.float64(0.0006341314827350538), 'hidden_layer_sizes': (512, 512), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0010644012671893305), 'max_iter': 562, 'solver': 'sgd'}",0.0006341314827350538,"(512, 512)",constant,0.0010644012671893305,562,sgd
6,6,0.47647680726964625,0.023404159708250473,1.0,0.0,"{'alpha': np.float64(0.0004784761571162752), 'hidden_layer_sizes': (512,), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0008036630352462697), 'max_iter': 941, 'solver': 'lbfgs'}",0.0004784761571162752,"(512,)",constant,0.0008036630352462697,941,lbfgs
6,7,0.49450982574073815,0.045370117800306364,0.9469201437569448,0.006277179995498607,"{'alpha': np.float64(0.004840886680169444), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.011624675234710518), 'max_iter': 555, 'solver': 'sgd'}",0.004840886680169444,"(2048, 256)",adaptive,0.011624675234710518,555,sgd
6,8,0.3954989811310939,0.04485702736920675,0.896463509264102,0.09068205210088023,"{'alpha': np.float64(5.1292602541864645e-05), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0022331305059471044), 'max_iter': 602, 'solver': 'sgd'}",5.1292602541864645e-05,"(1024, 512)",constant,0.0022331305059471044,602,sgd
6,9,0.4492515403276703,0.06245569593824435,0.9191606823604918,0.055474224428428975,"{'alpha': np.float64(3.0110737872361693e-05), 'hidden_layer_sizes': (768, 256, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.011959733511942103), 'max_iter': 852, 'solver': 'sgd'}",3.0110737872361693e-05,"(768, 256, 128)",constant,0.011959733511942103,852,sgd
6,10,0.4212590345851475,0.05546770134896135,0.9446080044889088,0.012755688268282968,"{'alpha': np.float64(0.006380854773815817), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0032156321697696896), 'max_iter': 941, 'solver': 'sgd'}",0.006380854773815817,"(1536, 384, 128)",adaptive,0.0032156321697696896,941,sgd
6,11,0.4704363730408322,0.05269398098543613,1.0,0.0,"{'alpha': np.float64(0.0013638333273356625), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.006516109718240747), 'max_iter': 1136, 'solver': 'lbfgs'}",0.0013638333273356625,"(1536, 384, 128)",adaptive,0.006516109718240747,1136,lbfgs
6,12,0.43381537299102463,0.05076699581252165,0.9358680712588467,0.034973202056188,"{'alpha': np.float64(0.009865615920474064), 'hidden_layer_sizes': (512, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0010008184020330287), 'max_iter': 862, 'solver': 'adam'}",0.009865615920474064,"(512, 256)",adaptive,0.0010008184020330287,862,adam
6,13,0.4791870401618186,0.0602264109091592,0.944653675156296,0.016343513023382703,"{'alpha': np.float64(6.617321420873311e-05), 'hidden_layer_sizes': (1024, 384), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.03809031655846711), 'max_iter': 635, 'solver': 'sgd'}",6.617321420873311e-05,"(1024, 384)",adaptive,0.03809031655846711,635,sgd
6,14,0.4725648687203675,0.032070792042622864,1.0,0.0,"{'alpha': np.float64(0.000487623020816753), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.022146293858846648), 'max_iter': 1068, 'solver': 'lbfgs'}",0.000487623020816753,"(1024, 256, 128)",adaptive,0.022146293858846648,1068,lbfgs
6,15,0.458098717555396,0.04539966889172601,0.9290343719477757,0.015269454875034887,"{'alpha': np.float64(0.0020983248063756437), 'hidden_layer_sizes': (1024,), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0007015642313148994), 'max_iter': 504, 'solver': 'adam'}",0.0020983248063756437,"(1024,)",constant,0.0007015642313148994,504,adam
6,16,0.0807965459823828,0.015069731164869347,0.12806201772171968,0.0696719063214207,"{'alpha': np.float64(0.0040948110205486915), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.00014065107628229162), 'max_iter': 1078, 'solver': 'sgd'}",0.0040948110205486915,"(1024, 256, 128)",constant,0.00014065107628229162,1078,sgd
6,17,0.45325530885552767,0.02864799244463342,0.9157777625205202,0.04701454675958088,"{'alpha': np.float64(0.0009409049998619242), 'hidden_layer_sizes': (1536, 384, 128), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.07426395236216596), 'max_iter': 1107, 'solver': 'sgd'}",0.0009409049998619242,"(1536, 384, 128)",constant,0.07426395236216596,1107,sgd
6,18,0.22809103337059478,0.07542316573530158,0.5720791703910477,0.165706446420774,"{'alpha': np.float64(0.009644080533445424), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00038896911014791994), 'max_iter': 730, 'solver': 'sgd'}",0.009644080533445424,"(1024, 512)",adaptive,0.00038896911014791994,730,sgd
6,19,0.2721444428314897,0.06079414626593511,0.5379957595074749,0.15310170548666555,"{'alpha': np.float64(0.002855064260505884), 'hidden_layer_sizes': (2048, 256), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.005223124685654478), 'max_iter': 721, 'solver': 'adam'}",0.002855064260505884,"(2048, 256)",constant,0.005223124685654478,721,adam
7,0,0.0420386287721355,0.011835178597230631,0.048029062829149746,0.0135862080871996,"{'alpha': np.float64(0.00024399371655346665), 'hidden_layer_sizes': (1024, 384), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.06170519519678789), 'max_iter': 554, 'solver': 'adam'}",0.00024399371655346665,"(1024, 384)",constant,0.06170519519678789,554,adam
7,1,0.40072368123300395,0.04797454283760587,0.9420625238441269,0.022205298086740738,"{'alpha': np.float64(1.1390908088879879e-05), 'hidden_layer_sizes': (1024, 256, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.035313962286554756), 'max_iter': 954, 'solver': 'sgd'}",1.1390908088879879e-05,"(1024, 256, 128)",adaptive,0.035313962286554756,954,sgd
7,2,0.15012188701733636,0.047976072192409416,0.2489382781589323,0.12958859500724917,"{'alpha': np.float64(0.0005524756778208206), 'hidden_layer_sizes': (1024, 512, 128), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.00015606947032022854), 'max_iter': 637, 'solver': 'sgd'}",0.0005524756778208206,"(1024, 512, 128)",adaptive,0.00015606947032022854,637,sgd
7,3,0.49443385884390334,0.016616257310397856,1.0,0.0,"{'alpha': np.float64(0.0001080370946964912), 'hidden_layer_sizes': (1024, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.0020210263752760815), 'max_iter': 690, 'solver': 'lbfgs'}",0.0001080370946964912,"(1024, 256)",adaptive,0.0020210263752760815,690,lbfgs
7,4,0.43808945792769316,0.05224217054063201,0.9147375917495983,0.04163829081237485,"{'alpha': np.float64(0.0024483372307100666), 'hidden_layer_sizes': (1024, 256, 64), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.00022611494981913724), 'max_iter': 814, 'solver': 'adam'}",0.0024483372307100666,"(1024, 256, 64)",constant,0.00022611494981913724,814,adam
7,5,0.45126916193222916,0.08939017226679478,0.9277180115579817,0.032330751821744746,"{'alpha': np.float64(1.313048165748658e-05), 'hidden_layer_sizes': (512, 512), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.006406201421892894), 'max_iter': 506, 'solver': 'sgd'}",1.313048165748658e-05,"(512, 512)",constant,0.006406201421892894,506,sgd
7,6,0.49061248243214184,0.0814540447193022,0.952552092069349,0.007032117405673059,"{'alpha': np.float64(0.0011819492955209585), 'hidden_layer_sizes': (512, 512), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.03749223957175284), 'max_iter': 1154, 'solver': 'sgd'}",0.0011819492955209585,"(512, 512)",adaptive,0.03749223957175284,1154,sgd
7,7,0.2676821317657231,0.0938853994651095,0.6501038872722134,0.17122852040963485,"{'alpha': np.float64(0.0002961305545337682), 'hidden_layer_sizes': (1024, 512), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.000543083754753472), 'max_iter': 1012, 'solver': 'sgd'}",0.0002961305545337682,"(1024, 512)",constant,0.000543083754753472,1012,sgd
7,8,0.28009320584320585,0.054942410575581066,0.7376283074390381,0.13445625092035743,"{'alpha': np.float64(0.005635004643775133), 'hidden_layer_sizes': (1024, 384), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0009571228701126159), 'max_iter': 841, 'solver': 'sgd'}",0.005635004643775133,"(1024, 384)",constant,0.0009571228701126159,841,sgd
7,9,0.42779946062881463,0.03037895251211374,0.9004493567836516,0.06301990010912693,"{'alpha': np.float64(3.7228492226134096e-05), 'hidden_layer_sizes': (768, 256), 'learning_rate': 'adaptive', 'learning_rate_init': np.float64(0.001055874204508585), 'max_iter': 953, 'solver': 'adam'}",3.7228492226134096e-05,"(768, 256)",adaptive,0.001055874204508585,953,adam
7,10,0.12338243104620483,0.040125258254626664,0.23865343827785437,0.11253778417407408,"{'alpha': np.float64(1.4634270508607916e-05), 'hidden_layer_sizes': (512, 512), 'learning_rate': 'constant', 'learning_rate_init': np.float64(0.0002176154016268016), 'max_iter': 588, 'solver': 'sgd'}",1.4634270508607916e-05,"(512, 512)",constant,0.0002176154016268016,588,sgd
