search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,learning_rate,n_epochs,prototypes_per_class
16,3,0.3637689075630252,0.08103847899299735,0.9906794788123495,0.0073546011813257145,"{'learning_rate': np.float64(0.010446657321710951), 'n_epochs': 12, 'prototypes_per_class': 82}",0.010446657321710951,12,82
16,4,0.3637689075630252,0.08103847899299735,0.99001915658712,0.011344027581807215,"{'learning_rate': np.float64(0.010245224687319001), 'n_epochs': 17, 'prototypes_per_class': 81}",0.010245224687319001,17,81
17,0,0.3633215771156948,0.08164347225464305,0.9902024789018821,0.0023912620069883516,"{'learning_rate': np.float64(0.005995483352046712), 'n_epochs': 37, 'prototypes_per_class': 96}",0.005995483352046712,37,96
17,1,0.3637689075630252,0.08103847899299735,0.9900806950486585,0.01122459702359441,"{'learning_rate': np.float64(0.009067735696487673), 'n_epochs': 9, 'prototypes_per_class': 81}",0.009067735696487673,9,81
17,2,0.3610165945165945,0.07480720341452485,0.9803882091706029,0.00952040666014338,"{'learning_rate': np.float64(0.009237463879508006), 'n_epochs': 34, 'prototypes_per_class': 93}",0.009237463879508006,34,93
17,3,0.3637689075630252,0.08103847899299735,0.9935362531077363,0.004014989104024458,"{'learning_rate': np.float64(0.003926550976674078), 'n_epochs': 14, 'prototypes_per_class': 89}",0.003926550976674078,14,89
17,4,0.3637689075630252,0.08103847899299735,0.9895434682492021,0.004336027375472885,"{'learning_rate': np.float64(0.002334163355232071), 'n_epochs': 22, 'prototypes_per_class': 97}",0.002334163355232071,22,97
18,0,0.3682016317016317,0.0862664894588269,0.9942983404523504,0.0055619562583528155,"{'learning_rate': np.float64(0.009595652316469458), 'n_epochs': 25, 'prototypes_per_class': 84}",0.009595652316469458,25,84
18,1,0.36333940242763774,0.08162514766441509,0.9915402660727001,0.003259867473851029,"{'learning_rate': np.float64(0.009920846889402344), 'n_epochs': 21, 'prototypes_per_class': 98}",0.009920846889402344,21,98
18,2,0.36508441558441557,0.07970146793041759,0.9909621579991456,0.0040138638662214465,"{'learning_rate': np.float64(0.004154068957480127), 'n_epochs': 5, 'prototypes_per_class': 76}",0.004154068957480127,5,76
18,3,0.3643571428571429,0.08043273832159542,0.9887079954610172,0.0048371074001577795,"{'learning_rate': np.float64(0.0053760312405539195), 'n_epochs': 33, 'prototypes_per_class': 75}",0.0053760312405539195,33,75
18,4,0.36375108225108227,0.08105703066472157,0.9948291276903104,0.00495579643450078,"{'learning_rate': np.float64(0.009408715794259226), 'n_epochs': 25, 'prototypes_per_class': 85}",0.009408715794259226,25,85
19,0,0.3637689075630252,0.08103847899299735,0.9895434682492021,0.004336027375472885,"{'learning_rate': np.float64(0.0044655875981654755), 'n_epochs': 6, 'prototypes_per_class': 96}",0.0044655875981654755,6,96
19,1,0.3637689075630252,0.08103847899299735,0.9901567489362328,0.009232072868908484,"{'learning_rate': np.float64(0.0022556557863725136), 'n_epochs': 22, 'prototypes_per_class': 79}",0.0022556557863725136,22,79
19,2,0.36375108225108227,0.08105703066472157,0.995938893447742,0.00417004840790284,"{'learning_rate': np.float64(0.009273565548261455), 'n_epochs': 34, 'prototypes_per_class': 87}",0.009273565548261455,34,87
19,3,0.3637689075630252,0.08103847899299735,0.995938893447742,0.00417004840790284,"{'learning_rate': np.float64(0.004375324658838189), 'n_epochs': 38, 'prototypes_per_class': 87}",0.004375324658838189,38,87
19,4,0.3637689075630252,0.08103847899299735,0.9916410729753957,0.005852606326142212,"{'learning_rate': np.float64(0.00346519905637983), 'n_epochs': 33, 'prototypes_per_class': 78}",0.00346519905637983,33,78
